3.6698980331,0.5978825688,224.5546875,14.0200386047,2015.0600585938,93.0391693115,2770.4765625,109.6783370972,11564.71484375,332.3551635742,11465.046875,262.3564147949,6456.388671875,119.4266281128,2220.5341796875,40.3032646179,2.1959466934,0.0402721576,0.3006303906,0.0057072709,0.0306823552,0.0016985963,0.0436179489,0.0017546071
1.5427961349,0.1564305276,56.83203125,23.6382083893,781.3669433594,24.5515651703,1896.1176757813,50.6303863525,11984.828125,176.244934082,10086.087890625,158.6219787598,7313.52734375,78.2638778687,2649.5170898438,26.0125465393,2.7378790379,0.0247542169,0.4549257159,0.0034898086,0.1197360381,0.0019381504,0.1404946148,0.0020353042
54.1480178833,8.2539272308,11916.828125,521.2914428711,201809.953125,8426.4892578125,358469.65625,14770.2783203125,732329.3125,29242.900390625,769668,30999.056640625,227844.515625,8014.8862304688,62614.2890625,2172.1665039063,54.598865509,1.896672368,7.8533644676,0.2672507763,1.8250380754,0.0693148449,2.2661709785,0.0764210373
65.0092468262,6.8076934814,15349.76953125,412.1056213379,360814.6875,5943.1791992188,519795.09375,10672.8759765625,1042429.25,22939.6875,1134509.75,24362.2734375,290572.78125,6665.90625,77529.859375,1829.0893554688,67.0380554199,1.6034963131,9.4364814758,0.2265435755,2.3088185787,0.0559130497,2.7114229202,0.0624989644
76.5373458862,7.3521809578,18275.9921875,525.1489868164,371677.40625,6637.1967773438,576789.625,12325.8046875,1251420.5,28457.564453125,1369173.25,30334.744140625,349429.59375,7726.0258789063,95903.21875,2114.0983886719,83.4358596802,1.8596556187,11.5337753296,0.261982739,2.8446414471,0.0664833933,3.163766861,0.068895027
60.7714767456,9.5312700272,25982.7265625,559.9942626953,810341.375,8974.0615234375,761670.625,15258.4267578125,1042009.4375,33449.12890625,1056344.5,35551.703125,263908.9375,9023.3525390625,71021,2494.4267578125,62.0688667297,2.2051758766,9.1674995422,0.3100240529,3.1695234776,0.0769696683,3.8991007805,0.0833710358
19.5275497437,9.870965004,8836.69921875,555.5811767578,207413.09375,8570.19140625,243970.65625,11981.1025390625,418864.375,27639.72265625,472365.3125,28906.791015625,116571.3125,8463.95703125,33577.05859375,2287.7580566406,30.9201812744,1.9703763723,4.5354075432,0.2764007151,0.8465299606,0.0625583157,0.7875783443,0.070630312
3.1711244583,0.4593973458,300.15625,31.9401721954,813.25,64.3300476074,2020.75390625,145.4490661621,17667.859375,466.9743347168,17673.78125,506.9990539551,14951.3125,274.7510681152,5297.853515625,93.6964263916,5.3620948792,0.0914074853,0.796480298,0.0126509592,0.2011931539,0.0028281424,0.1961330175,0.0027030981
-4.4695205688,1.3626611233,2837.97265625,88.1792221069,90988.6875,844.0594482422,87704.8828125,1388.3723144531,98343.9375,5163.7573242188,87997.125,5132.4267578125,35803.7578125,905.9146728516,13051.46875,274.4480895996,12.4676933289,0.255123198,1.5797951221,0.0335690789,0.3946310282,0.0085503682,0.3362563252,0.0065696123
111.9124450684,7.1503405571,29816.134765625,433.9201965332,758859.25,5088.5717773438,1084723.25,9514.150390625,1900167.5,20219.912109375,1953978,21148.48828125,443815.3125,5471.9838867188,119168.9296875,1530.1820068359,105.5723648071,1.3879547119,14.7313747406,0.1954377741,4.0622186661,0.0512234606,4.1426019669,0.0483335517
15.9525222778,10.3231477737,3931.001953125,449.567565918,59156.6796875,3372.5439453125,94354.6015625,5926.7622070313,228873.34375,20278.37109375,233816.375,21130.62890625,100318.5234375,4213.6928710938,31826.30078125,1275.9298095703,30.8555583954,1.194342494,4.5114769936,0.152593866,1.0926764011,0.0484185256,1.1155662537,0.0266542304
63.2786865234,6.7427968979,10616.869140625,240.7443695068,178778.75,2280.8161621094,326273.4375,5261.6401367188,694596.25,14427.3583984375,740632.25,15369.583984375,216577.34375,4981.7182617188,61191.96484375,1480.3186035156,55.686706543,1.3838409185,7.6660175323,0.1952915639,2.1024959087,0.0497284941,1.914182663,0.0450704545
4.5263137817,4.52E+00,988.44140625,1.72E+02,26359.720703125,1.21E+03,30614.3046875,2.54E+03,51795.984375,8.53E+03,50806.96875,8.98E+03,26516.2265625,3.02E+03,8379.41796875,9.54E+02,7.8581027985,9.22E-01,1.1468296051,1.29E-01,0.3258252144,3.44E-02,0.3222313523,2.65E-02
41.9941482544,5.07E+00,7412.537109375,2.11E+02,151957.09375,1.85E+03,198541.34375,4.08E+03,445041.5625,1.09E+04,483062.90625,1.14E+04,150967.484375,3.99E+03,44793.20703125,1.20E+03,41.8926887512,1.13E+00,5.8419923782,1.60E-01,1.6353815794,4.27E-02,1.4549274445,3.75E-02
40.0591087341,4.53E+00,6538.505859375,1.86E+02,76876.109375,1.16E+03,137848.15625,3.18E+03,337031.21875,9.14E+03,342018.5625,9.49E+03,117793.75,3.25E+03,35348.84765625,9.80E+02,33.1005935669,9.23E-01,4.5668697357,1.27E-01,1.3019000292,3.46E-02,1.0571861267,2.82E-02
17.7972946167,3.17E+00,3678.529296875,1.38E+02,48303.2421875,1.01E+03,86500.03125,2.25E+03,178433.84375,6.30E+03,176188.5,6.44E+03,61548.28125,2.31E+03,18882.1796875,7.02E+02,18.2471466064,6.65E-01,2.6582794189,9.26E-02,0.7540590763,2.45E-02,0.7190961242,2.07E-02
13.5483703613,2.3607065678,2865.09375,78.002571106,25461.65234375,587.3998413086,47255.59375,1314.9730224609,129028.03125,3854.2463378906,126026.65625,3783.9572753906,47423.5859375,1635.3388671875,14639.103515625,516.6887207031,13.9198932648,0.4972700775,1.8957324028,0.0706333145,0.4244219065,0.0184995867,0.3814991117,0.015796518
8.3466758728,1.5402855873,1390.04296875,74.7925796509,45237.38671875,635.0005493164,47777.171875,1101.0135498047,98597.78125,2916.908203125,87568.390625,2944.9621582031,31044.0078125,1154.8179931641,9593.2890625,356.7897338867,9.2275428772,0.3383364975,1.3505380154,0.0460155867,0.3923623562,0.0116171828,0.3519282937,0.0092127658
7.9808349609,1.4763367176,2006.6845703125,60.6544189453,19355.515625,245.9284667969,31647.94921875,480.7135314941,77133.71875,2062.7216796875,77189.96875,2106.9575195313,29681.546875,906.5079956055,9232.951171875,281.7241821289,8.8077125549,0.2709114254,1.269058466,0.0384198278,0.3358306885,0.0104639651,0.3085823059,0.008371193
2.0649261475,1.403375864,248.169921875,83.9288787842,8445.806640625,356.859375,12155.0234375,1049.3728027344,23918.90625,2476.4228515625,21918.90625,2424.0681152344,3735.0703125,962.0180053711,1274.796875,302.3489379883,1.3828678131,0.292614162,0.1964495182,0.0413164571,0.1243351102,0.0122195454,0.0689928532,0.0095775593
1.7361049652,2.0432984829,-5899.4267578125,206.8077697754,9427.916015625,1122.1273193359,21786.71484375,1997.6872558594,43437.5625,4192.2348632813,41268.8125,4233.8046875,16368.3515625,1745.3482666016,5223.40625,575.6546020508,5.1739940643,0.5757852197,0.7277257442,0.081655398,0.184892416,0.0248047225,0.1722400188,0.0189712439
6.268573761,1.9869024754,989.611328125,133.1268463135,43313.7890625,2509.7846679688,46002.5703125,3716.0922851563,92548.34375,6009.3471679688,90243.3125,5614.3896484375,35481.53125,1584.2799072266,11382.04296875,476.5346984863,11.1620063782,0.4491716921,1.6795315742,0.0638039857,0.5828266144,0.0149768563,0.5272817612,0.0144146532
3.4659423828,2.7966115475,2307.052734375,125.6867904663,59420.828125,1588.9536132813,71374.390625,2580.3122558594,110386.125,6360.736328125,100632.84375,6406.6181640625,25991.703125,2453.498046875,7552.66015625,789.7849731445,7.0902786255,0.7828902602,1.0338406563,0.1172948331,0.2852091789,0.0357187875,0.2826168537,0.0343326256
3.6832275391,3.0184938908,8858.119140625,216.3628540039,289203.4375,4852.0771484375,357210.125,6723.3598632813,417674.25,8699.689453125,377944.09375,8228.3134765625,97894.8125,2496.9194335938,28209.00390625,766.0021362305,26.737071991,0.7447922826,4.070505619,0.1072214916,1.5590307713,0.0371725224,1.751110673,0.0359234847
4.8239402771,1.1874251366,1341.982421875,41.0013504028,32557.974609375,455.5819396973,40915.78515625,684.8074951172,74384.625,1585.8572998047,72412.9375,1700.8935546875,32284.546875,732.6708984375,10966.6171875,259.8992004395,11.155834198,0.2680562437,1.7365102768,0.0392728038,0.4581733942,0.012196837,0.51502949,0.0094916122
0.4591903687,1.9549864531,1219.546875,45.3000640869,7111.220703125,244.5182189941,11783.787109375,576.4774169922,15705.7578125,2055.0729980469,15478.96875,2322.5183105469,5785.1796875,1089.70703125,1890.44140625,382.7262878418,1.9652910233,0.3926317096,0.3080227375,0.0553464368,0.1172956824,0.0150727266,0.1154902577,0.0102504594
2.0634174347,0.4695552289,308.0546875,13.6503992081,7143.9169921875,183.7811431885,9139.66015625,250.1060638428,14155.4296875,423.9138793945,15251.21875,465.4302062988,6012.24609375,219.6287078857,2046.3671875,79.854637146,2.0585708618,0.0845969841,0.2933080196,0.0133342864,0.0821610093,0.0031460831,0.0505654216,0.004163696
-3.2308387756,0.5588348508,606.0625,22.1922550201,15486.529296875,170.4383850098,20040.63671875,308.9477844238,26328.953125,842.2112426758,24364.1015625,952.7634887695,5264.09765625,442.5591125488,1574.943359375,161.1504516602,1.5162353516,0.1721089631,0.1472654343,0.0256212801,0.1027695537,0.0081839263,0.1014426351,0.0056527276
1.5602254868,0.9462932348,785.0244140625,28.9335098267,14278.1708984375,166.8769683838,20228.09375,373.8403015137,38483.4453125,1355.4979248047,37391.5703125,1512.2288818359,12364.4453125,704.5122070313,4080.8330078125,250.4757385254,4.1240272522,0.2597341537,0.5737156868,0.0366084315,0.1532713771,0.0103230551,0.1240867376,0.0069861137
5.2563209534,0.709107101,2059.4658203125,31.8008995056,33302.66015625,151.1250762939,38041.75390625,336.1720275879,67856.6796875,1031.2894287109,69423.6875,1131.9567871094,23294.30859375,436.9361572266,6959.921875,152.9097442627,6.6726961136,0.160139218,0.9836804867,0.0240796432,0.2655523419,0.0076978346,0.2719593346,0.0058005648
7.523563385,0.5795007944,795.390625,60.6778373718,6449.05859375,836.2809448242,11035.1640625,1004.7144165039,33066.9375,2247.18359375,32639.203125,2204.4697265625,11442.296875,765.7917480469,3618.08203125,249.9569549561,3.5058612823,0.2546152472,0.499134779,0.0400906987,0.0955036879,0.0107884426,0.0984452367,0.0110525005
-4.8909091949,0.8885464668,1382.501953125,70.9689941406,50912.921875,459.0022888184,49628.4375,775.2865600586,75923.875,2004.6092529297,65213.96875,2008.306640625,17781.921875,750.9260253906,5339.740234375,245.3476867676,5.0755958557,0.2461262494,0.7343826294,0.0371805914,0.1531000137,0.0094565712,0.1949984431,0.0090253465
-2.6138629913,0.6024339199,1750.2255859375,18.5291957855,67439.71875,156.8770599365,68028.453125,212.4216766357,80695.3515625,550.0059204102,74179.859375,682.5416870117,16271.97265625,460.7911987305,4763.56640625,177.8294677734,4.6856632233,0.1944227666,0.7688195705,0.0296492558,0.3817656636,0.0077557298,0.4833214283,0.0062224278
0.6247339249,0.1406332105,385.5517578125,8.4817943573,7479.31640625,28.6213989258,9918.056640625,74.6636734009,18894.08984375,250.8895263672,15871.60546875,176.5594787598,5399.2548828125,115.3877944946,1791.3120117188,40.1287536621,1.8397979736,0.0418753438,0.2965754271,0.0068987361,0.1002280712,0.0031677859,0.0947507322,0.0029475025
2.054810524,0.2751154006,251.5458984375,13.8448762894,1191.3315429688,34.3295097351,3645.337890625,80.2950820923,18621.15625,337.8318481445,16674.7421875,322.9519042969,16491.90234375,198.5459747314,6127.2041015625,63.5707054138,6.3247375488,0.0640837327,1.0344865322,0.011576145,0.2307420969,0.0049446062,0.2961479127,0.0048576244
