Region,ln(Md [kg/m2/sr]),sigma(ln(Md)),ln(<U> [Habings]),sigma(ln(<U>)),qPAH,sigma(qPAH),reduced chi-square
74,-17.37684188498515,0.6456290861223939,1.748980152054208,0.6357282946017039,0.02890087105519757,0.01107935449274520,0.6488882081061124
75,-17.48230851134790,0.2431592403737106,3.164427238257983,0.2271178927035283,0.03117908679335764,0.007434682836028383,4.850289890769253
76,-18.13175704352849,1.678411892173658,-1.423617792772895,1.693908589740182,0.1367532697592085,0.02273783837859420,0.4916175265180674
77,-17.31303195137047,0.5680670081423025,1.661260408845174,0.5632961572037213,0.03259862811176106,0.01185679110103707,0.4824555460027239
78,-16.66423980554158,0.2756296770132367,1.694759719053965,0.2674360800948772,0.02758903814253445,0.007728269814934911,2.088647810504215
79,-16.27813105884607,0.2230956697892517,2.273471108297304,0.2170536396091873,0.02691687479974107,0.006699103018868271,3.996149953980487
80,-15.28440951489287,0.7978805311139141,0.7893866764187765,0.8538682631920963,0.03020506662227123,0.009297661666016628,1.172816543854660
81,-15.79531101733125,0.3550349645228294,1.303868413461997,0.3419721831928236,0.02983744214258360,0.009101489421175646,2.175836066244230
82,-17.12257371631508,0.2683544046041388,-0.4870313014234338,0.2658361364559020,0.08696616571452181,0.01581225736294201,0.5495037164758813
83,-16.05254730540158,0.2847392691681739,1.167828462468899,0.2767982883942783,0.03720597532538809,0.008862033429641984,1.917515444565719
84,-17.70214542167253,1.208560414407068,1.275225633940085,1.192111113830196,0.02639889586750739,0.03105910087297345,0.7461888462211328
85,-16.11929962959173,0.7236498123226965,1.826194176868491,0.7083621849887266,0.009958291859951838,0.009976882846106337,1.186596207445974
86,-15.02102742858362,0.4120171799358877,1.411033539738758,0.4374204612135426,0.01384923655732260,0.006270212134462231,1.664331399511259
87,-15.04355315271153,0.3385438175899916,0.3895703723315930,0.3435519274349117,0.02244048969652292,0.009141445087058686,0.8144132689819409
88,-19.26868717273225,0.3042810529534584,0.03279705517178715,0.3285453437465110,0.1174337513648027,0.02699879926872076,0.3174886629840500
89,-16.46353361732527,0.5977364303789288,1.442794592366319,0.5892248718792376,0.02636673749559747,0.01520439142054446,0.9097394883751077
90,-16.17105457673329,0.6750848592005111,1.483856735369568,0.6723617963436503,0.01560957829283273,0.01341079112419699,0.8484564278317659
91,-16.03507062846954,0.7359735038880201,2.163680839578022,0.7340327094863238,0.01337802237734773,0.007625305957966174,1.594496310472158
92,-18.55702662411754,1.507956992193429,2.312487062726146,1.512096404421638,0.006995024267001005,0.008880605193345071,0.9585732821680453
93,-16.66469402045377,0.7632305291204136,1.754930345981834,0.7495594276627341,0.02929860753534115,0.01653949288296291,0.4797728307596443
94,-16.40848228491754,0.2649091058523669,0.9792323751365594,0.2771570743441381,0.07534906773221962,0.007646370046824669,2.585749537325941
95,-15.95739624574825,0.4470133864886847,2.302985636805643,0.4354428965716022,0.03662760793699595,0.007846278140803312,1.746388595726491
96,-16.42393886401069,0.3815016902826203,-0.8753392875136995,0.4233285964751903,0.03322899523909594,0.02174881801999176,0.2543488708132835
97,-15.15861260820415,0.2782999464830160,0.7015741605311364,0.2717340991046048,0.02168387621272007,0.007670690235074554,1.379417613985298
98,-17.57873006506759,0.3087410568524688,-0.4374188491139138,0.3042990456333948,0.1175490624701100,0.01682701366423614,1.169670532872553
