1.763980307228996125e+00,2.016431660761746230e+02,8.673755575623059144e+01,1.478210556875430939e+02,1.185963550594087224e+02,1.869506913353522748e+02,9.877299154988259033e+01,1.790643994796376148e+02,5.686527952547635323e+02,8.073994057708733862e+02,1.399719511126379984e+03,2.146063647765924998e+03,2.230443929278095766e+03,3.205330389542813919e+03,5.949201280297809717e+03,9.279550666864566665e+03,8.369241208897179604e+03,5.898160928405900449e+03,5.412447232478540172e+03,1.901088157247847903e+03
5.701285936380668939e-01,7.170262852196923120e+01,4.059442293886171171e+01,5.778164273908049609e+01,4.510465762375108767e+01,8.988225880710331239e+01,3.889194062940212859e+01,5.941486549712127641e+01,1.929541688323872961e+02,2.615533373389475287e+02,4.356265467845126977e+02,1.093702169777042400e+03,1.265369919517230755e+03,1.645649441176275559e+03,3.900217756364989782e+03,6.260326971501514890e+03,5.577641662954701133e+03,4.561482393445041453e+03,4.568649422180006695e+03,1.725297261344565641e+03
2.692511321364628785e+01,8.329126225309793881e+03,4.890628493690171126e+03,1.062959863814331220e+04,6.391338148045959315e+03,9.865604073565998988e+03,7.690542876683493887e+03,1.552306857072648381e+04,6.889807184899228741e+04,1.177348672321225167e+05,1.536208763045880478e+05,2.261859030873801676e+05,1.987906706525218615e+05,2.817908920049487497e+05,3.890378687681246665e+05,4.146342155616643140e+05,4.375259901957815746e+05,2.360704915124518157e+05,1.198270289322276221e+05,3.289131356800405774e+04
2.807010496034872560e+01,8.186025421944652408e+03,4.753636818504810435e+03,8.826745596040393139e+03,6.145904018987901509e+03,1.777925813669313357e+04,9.147237597542802177e+03,2.290569917162320053e+04,7.975058322398478049e+04,1.560111596302722173e+05,2.639617864352476317e+05,2.714495474469115143e+05,2.203146800316188310e+05,3.508364778923779959e+05,4.282805918982729199e+05,4.916155233435252449e+05,5.368926110328666400e+05,2.601512922336637857e+05,1.368793601915582258e+05,3.728080655410891632e+04
3.019067476136260453e+01,9.834345472139664707e+03,5.598431088314948283e+03,1.126375023184778547e+04,7.459636938504192585e+03,1.238065674412005865e+04,9.494181011469478108e+03,2.219740694731061376e+04,8.587541967986880627e+04,1.734911792915085971e+05,2.775765538128655753e+05,3.153708854101155885e+05,2.557652684258698428e+05,4.258177036442314857e+05,5.160452835276576807e+05,6.562119848335123388e+05,7.397888656515642069e+05,3.204413171164022642e+05,1.753060957800340839e+05,4.859403818661889818e+04
3.678727382017435588e+01,2.499582657659248434e+04,1.651443607085360782e+04,4.987037067522293364e+04,1.289564745699896957e+04,7.259662778957866249e+04,6.620284792336188548e+04,2.177783726268434839e+05,2.559318750030673691e+05,5.291976620261556236e+05,1.116126451279098168e+06,6.823858866402149433e+05,3.612394304903225275e+05,6.307229203879386187e+05,5.683235656038594898e+05,7.054539353798845550e+05,7.197474460510195931e+05,3.228952914379506838e+05,1.712045902859651542e+05,4.687981525150948437e+04
3.168822357584839366e+01,1.017923361610367465e+04,5.991581084946712508e+03,1.050103578197989191e+04,8.578009696946819531e+03,2.116081654310980230e+04,1.198581459141360028e+04,3.426243643965325464e+04,7.444135864892625250e+04,1.734501964832738449e+05,2.213498925140928768e+05,2.591100282384499733e+05,1.955821425181039376e+05,2.978550142415283481e+05,4.038825311255809502e+05,4.587989853573978762e+05,4.797059441945021972e+05,2.505699313354147307e+05,1.247789608896243590e+05,3.385407655762530339e+04
1.572280872961915765e+00,4.843239739531322243e+02,7.702704727865040013e+01,2.739540464287439931e+02,1.239888250351107644e+02,4.265024004049594737e+02,8.771896388294692315e+01,2.392693773949555407e+02,4.120724700119087629e+02,4.814266742892518209e+02,6.456131217102428081e+02,1.849062961864845192e+03,2.279989950709802542e+03,2.651743538999926386e+03,8.273275202919841831e+03,9.253544297253298282e+03,9.732458663743787838e+03,9.180258360239138710e+03,7.313777293358529278e+03,2.585149836951098223e+03
3.997224631496791414e+00,5.213083240970057886e+03,1.683462780687474606e+03,5.372350014909329730e+03,3.666535608920912637e+03,8.283819282237394873e+03,4.003447849509087519e+03,1.565732860092852570e+04,3.571560545305503911e+04,1.231811562443728617e+05,1.808171489112960116e+05,1.509799800954736129e+05,5.761047403489935823e+04,1.530037289829452930e+05,7.905578085968988307e+04,1.481267143288521620e+05,1.374037313168022956e+05,4.624538436428514251e+04,3.428365969105812110e+04,1.079863648668975293e+04
3.941068176444839821e+01,1.395247982408396456e+04,8.042412173374335907e+03,1.446494796740355923e+04,1.056753807004667215e+04,2.188446566674327187e+04,1.431963111854910130e+04,3.611846683565963031e+04,1.628614160142133769e+05,3.055595548429364571e+05,4.784480999922299525e+05,5.329413116738980170e+05,4.082325848707805271e+05,6.198659464108198881e+05,7.106166556782544358e+05,8.587195167617711704e+05,8.934686495913196122e+05,3.893944974414245225e+05,1.963848939383472607e+05,5.253664715413258091e+04
