1.696898559674096418e+00,5.218577755662727213e+01,5.697744000574493839e+01,5.215434577117775916e+01,6.847228166918239367e+01,1.839387855982386100e+01,9.383712774064315454e+01,1.249126697807500932e+02,5.274472807725587700e+02,5.877595149239596140e+02,6.539502186991194321e+02,1.593847814920951350e+03,2.257317005361550400e+03,2.284005903727957048e+03,5.983044676873774733e+03,5.856276790768213687e+03,6.465995323230534268e+03,6.085098695452339598e+03,4.507543947774473054e+03,1.551582519163638608e+03
6.580697829265504950e-01,5.080567435550437949e+01,3.999542406518821736e+01,5.018970584080034314e+01,5.543281328488956206e+01,3.448448403614747804e-01,6.511911818694011345e+01,6.396274430504058728e+01,2.927368831900125770e+02,3.595708251872001711e+02,4.429950353785061452e+02,1.509609075563139413e+03,2.021556739285861113e+03,2.255615921171231093e+03,5.880753330314335471e+03,1.027262321789512862e+04,8.373303798855733476e+03,8.566570317753426934e+03,6.639798555213728832e+03,2.457662428647835441e+03
1.672592855859085148e+01,8.548951663865762384e+03,3.974276813153068360e+03,1.186812839709005493e+04,6.648558767730792169e+03,9.571040074141106743e+03,6.760589811416302837e+03,1.571637079468952652e+04,6.086940606842006673e+04,1.155186067393657577e+05,1.570799115116754838e+05,2.494594763065900770e+05,1.716774688918668544e+05,2.830500644875126891e+05,3.893677626844872721e+05,4.536996300830813125e+05,4.540978110270116013e+05,2.469654569921037182e+05,1.471079869905166561e+05,3.929529160281333316e+04
2.873463091764600108e+01,1.277510575729000266e+04,7.105060571434700250e+03,1.190219226170102775e+04,1.005032798507307598e+04,1.942964461411551747e+04,1.588558183538953017e+04,2.634735892849328593e+04,1.483087184534207918e+05,2.279810447294169280e+05,3.450231339908020454e+05,4.496349565750194015e+05,3.788543897507807706e+05,5.724581167516888818e+05,7.026500903833024204e+05,8.265688591678969096e+05,9.045896986871256959e+05,4.236068166118488880e+05,2.330861979966850486e+05,6.342549480263298028e+04
3.742312578307883086e+01,1.326077069575552378e+04,7.353819992310694943e+03,1.560290205302289178e+04,1.041810341106245323e+04,1.440165689253075834e+04,1.396558798565329198e+04,2.529837943238200387e+04,1.384029921944471425e+05,2.301535419578847650e+05,3.318959621552132885e+05,4.785090822392037371e+05,4.049363894812364597e+05,6.592188165497513255e+05,8.076566589797998313e+05,1.031745593091948424e+06,1.140131118191736750e+06,5.042788074764589546e+05,2.736163248524859664e+05,7.564038031783452607e+04
2.407538679026995965e+01,2.243818966542624548e+04,2.389538508346444360e+04,3.350653547598035948e+04,1.462406091464621568e+04,5.191441853534012625e+04,9.982732556880739867e+04,1.282574298577191948e+05,4.017221203711692942e+05,4.733771392846088274e+05,8.098155005994564854e+05,7.047730873403612059e+05,5.183357083704231773e+05,7.281167916460122215e+05,7.258053693774251733e+05,8.189789514901579823e+05,8.217218887540276628e+05,3.434635106871834723e+05,2.215217040376641671e+05,6.036871479738086055e+04
2.975743261057971267e+00,5.933520998775718908e+03,4.096181106194282620e+03,8.034875698157393344e+03,6.293326081339724624e+03,1.453869873039717640e+04,1.108862074270546873e+04,2.262440295338571013e+04,7.729332109326208592e+04,1.470517906992394128e+05,2.098063154427999980e+05,2.330990945948323933e+05,1.391054559539299225e+05,2.301089517271893565e+05,2.935910095258981455e+05,2.871972519392780960e+05,2.851657658721103799e+05,1.618512358945829328e+05,6.888902057469723513e+04,1.883083554940963222e+04
1.253343526988828671e+00,2.503633086367399301e+02,6.406107221031697918e+01,1.165142551911676492e+02,5.085756032628728462e+01,2.753616870623982322e+02,7.045556332844307690e+01,1.307478309338725921e+02,1.314038734987743737e+02,2.035005147085075805e+02,4.016302761797778658e+02,1.750045985963643034e+03,2.264273089396076102e+03,2.914994564081251156e+03,1.271530907223235408e+04,1.181377361489995383e+04,1.351999167239732924e+04,1.555707327930860629e+04,1.039438118865097204e+04,3.689922492463763774e+03
-1.426189503076109588e+00,3.869193502678059303e+03,2.366186675458397985e+03,3.786062756139264366e+03,2.728111431077200450e+03,4.924026324508613470e+03,5.974351743349641765e+03,8.897898755103240546e+03,5.524460759774834150e+04,7.659189560940858792e+04,1.004922501189172035e+05,9.974105250471181353e+04,8.373128952715544438e+04,1.109971871050418122e+05,1.116785171232670837e+05,9.662706063826085301e+04,9.454477717898722040e+04,7.222079065534210531e+04,4.660035876818261750e+04,1.595038663762680517e+04
6.655864442827825656e+01,2.582636674326802313e+04,1.425315687071831053e+04,2.427747714389435714e+04,1.996010802052180952e+04,2.923247305555342609e+04,2.722920817153010285e+04,4.654580746733056003e+04,3.305807505256556906e+05,5.012617822700110846e+05,7.260710023849634454e+05,9.881515944916864391e+05,8.045206078325860435e+05,1.102074374240357429e+06,1.382839694233376998e+06,1.630313091011782642e+06,1.680144348611298949e+06,7.266970023422787199e+05,3.742285713449718314e+05,9.639544693728715356e+04
